qid,appid,name,favorability,critic_score,protonDB_rating,personal_interest,completion,favorability_weighted,critic_score_weighted,protonDB_rating_weighted,personal_interest_weighted,completion_weighted,final_score
Q2067220,204560,Confrontation,0.21842915645344355,1,0.9,1,0.0,0.09283239149271351,0.325,-1,0.15,0.0,0.5110491523434422
Q323264,205100,Dishonored,0.9753142029160602,1,1.0,1,1.0,0.4145085362393256,0.325,-1,0.15,0.1,0.9895085362393257
Q4044539,205350,Mortal Kombat Kollection,0.5248593445246593,1,0.75,1,0.0,0.22306522142298021,0.325,-1,0.15,0.0,0.5235489160672352
Q2667499,205650,The Testament of Sherlock Holmes,0.7892878013399626,1,0.9,1,0.0,0.3354473155694841,0.325,-1,0.15,0.0,0.7294025840125358
Q4041418,205730,Insanely Twisted Shadow Planet,0.8486524307243701,1,1.0,1,0.0,0.3606772830578573,0.325,-1,0.15,0.0,0.8356772830578573
Q15729139,206190,Gunpoint,0.9725249282713745,1,1.0,1,0.0,0.41332309451533417,0.325,-1,0.15,0.0,0.8883230945153342
Q1711379,206440,To the Moon,0.9603906727277347,1,1.0,1,0.0,0.40816603590928724,0.325,-1,0.15,0.0,0.8831660359092873
Q4697670,206500,AirMech,0.8338907929769225,1,0.9,1,0.0,0.35440358701519203,0.325,-1,0.15,0.0,0.7464632283136728
Q1812427,207170,Legend of Grimrock,0.9295192711557204,1,1.0,1,0.3675876555178543,0.3950456902411812,0.325,-1,0.15,0.03675876555178543,0.9068044557929666
Q939588,207610,The Walking Dead,0.9721133260102848,1,1.0,1,0.0,0.413148163554371,0.325,-1,0.15,0.0,0.888148163554371
Q5237686,208140,ENDLESS Space™ - Definitive Edition,0.7982055640239126,1,1.0,1,0.0,0.33923736471016286,0.325,-1,0.15,0.0,0.814237364710163
Q40166,208480,Assassin's Creed® III,0.7298230585013563,1,0.9,1,0.0,0.31017479986307644,0.325,-1,0.15,0.0,0.7066573198767688
Q74669,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0.9326730308778589,1,1.0,1,0.45573235414116686,0.39638603812309003,0.325,-1,0.15,0.04557323541411669,0.9169592735372069
Q400488,208730,Game of Thrones ,0.7068166925642889,1,1.0,1,0.0,0.30039709433982276,0.325,-1,0.15,0.0,0.7753970943398228
Q7623793,209540,Strike Suit Zero,0.7511475782239724,1,0.0,1,0.03274087932647334,0.31923772074518825,0.325,-1,0.15,0.0032740879326473345,0.0
Q3071522,209690,Fieldrunners,0.6112778177907813,1,1.0,1,0.0,0.25979307256108203,0.325,-1,0.15,0.0,0.7347930725610821
Q22262157,209730,RAW - Realms of Ancient War,0.47568021102542324,1,0.9,1,0.0,0.20216408968580488,0.325,-1,0.15,0.0,0.6094476807172244
Q16267641,209790,Splice,0.8448886774019804,1,0.9,1,0.0,0.35907768789584166,0.325,-1,0.15,0.0,0.7506699191062576
Q2617696,209830,Lone Survivor: The Director's Cut,0.8290113707924436,1,1.0,1,0.0,0.3523298325867885,0.325,-1,0.15,0.0,0.8273298325867885
Q22262072,210170,Spirits,0.6167001130350394,1,0.0,1,0.0,0.2620975480398917,0.325,-1,0.15,0.0,0.0
Q3644856,210770,Sanctum 2,0.8943279679636554,1,1.0,1,0.7842239185750636,0.38008938638455353,0.325,-1,0.15,0.07842239185750637,0.9335117782420599
Q1711359,210970,The Witness,0.8396130982181704,1,1.0,1,0.03638110928061505,0.35683556674272243,0.325,-1,0.15,0.0036381109280615048,0.8354736776707841
Q1166232,211420,DARK SOULS™: Prepare To Die Edition,0.9130376445419259,1,1.0,1,0.0,0.3880409989303185,0.325,-1,0.15,0.0,0.8630409989303186
Q4308783,212680,FTL: Faster Than Light,0.9497876339296671,1,1.0,1,0.13915143877336694,0.40365974442010855,0.325,-1,0.15,0.013915143877336694,0.8925748882974454
Q133729094,213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0.8260719471896827,1,1.0,1,0.0,0.3510805775556151,0.325,-1,0.15,0.0,0.8260805775556151
Q112912,213330,LEGO® Batman™ 2: DC Super Heroes,0.9429480784448645,1,1.0,1,0.0,0.4007529333390674,0.325,-1,0.15,0.0,0.8757529333390675
Q2082291,214510,LEGO® The Lord of the Rings™,0.8966607995286169,1,1.0,1,0.1073045875172278,0.3810808397996622,0.325,-1,0.15,0.01073045875172278,0.866811298551385
Q3294300,214560,Mark of the Ninja,0.9673618647042977,1,1.0,1,0.033602150537634407,0.41112879249932655,0.325,-1,0.15,0.003360215053763441,0.88948900755309
Q130720697,214770,Guacamelee! Gold Edition,0.9247408009002419,1,1.0,1,0.0,0.3930148403826028,0.325,-1,0.15,0.0,0.8680148403826028
Q4918670,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,0.9066468034195909,1,1.0,1,0.0,0.38532489145332616,0.325,-1,0.15,0.0,0.8603248914533262
Q7156711,218620,PAYDAY 2,0.8924270887779461,1,1.0,1,0.027098522485321633,0.37928151273062705,0.325,-1,0.15,0.0027098522485321636,0.8569913649791592
Q1573097,218680,Scribblenauts Unlimited,0.9350290714950763,1,1.0,1,0.0,0.3973873553854074,0.325,-1,0.15,0.0,0.8723873553854075
Q3208174,219740,Don't Starve,0.9646057879935381,1,1.0,1,0.0,0.4099574598972537,0.325,-1,0.15,0.0,0.8849574598972537
Q130578,219780,Divinity II: Developer's Cut,0.8387726519461727,1,1.0,1,0.0,0.3564783770771234,0.325,-1,0.15,0.0,0.8314783770771234
Q4774596,219890,Antichamber,0.9479260522530566,1,1.0,1,0.0,0.40286857220754907,0.325,-1,0.15,0.0,0.8778685722075491
Q5609186,219990,Grim Dawn,0.9357825606113284,1,1.0,1,0.24299065420560748,0.39770758825981456,0.325,-1,0.15,0.024299065420560748,0.8970066536803754
Q1471545,220200,Kerbal Space Program,0.9539469666260206,1,1.0,1,0.04018425953151034,0.40542746081605874,0.325,-1,0.15,0.004018425953151035,0.8844458867692099
Q218568,221640,Super Hexagon,0.9665504875277692,1,1.0,1,0.0,0.4107839571993019,0.325,-1,0.15,0.0,0.8857839571993019
Q16672675,222730,Reus,0.7711767172784161,1,1.0,1,0.0,0.32775010484332684,0.325,-1,0.15,0.0,0.8027501048433269
Q3762768,223220,Giana Sisters: Twisted Dreams,0.7574245761504005,1,1.0,1,0.0,0.3219054448639202,0.325,-1,0.15,0.0,0.7969054448639202
Q13648661,223510,Miasmata,0.7489744561530552,1,1.0,1,0.0,0.31831414386504847,0.325,-1,0.15,0.0,0.7933141438650485
Q2581523,224760,FEZ,0.9223997483311329,1,1.0,1,0.10882708585247884,0.3920198930407315,0.325,-1,0.15,0.010882708585247884,0.8779026016259793
Q3205367,225420,Cities in Motion 2,0.5603714374952063,1,1.0,1,0.0,0.23815786093546268,0.325,-1,0.15,0.0,0.7131578609354627
Q3894893,227080,Papo & Yo,0.9248234029378044,1,1.0,1,0.0,0.3930499462485669,0.325,-1,0.15,0.0,0.8680499462485669
Q500851,228200,Company of Heroes ,0.9397162499861799,1,1.0,1,0.0,0.39937940624412643,0.325,-1,0.15,0.0,0.8743794062441265
Q56648216,228360,Full Throttle Remastered,0.906822502200345,1,1.0,1,0.0,0.3853995634351466,0.325,-1,0.15,0.0,0.8603995634351466
Q3132373,230150,Incredipede,0.6804282274193368,1,1.0,1,0.0,0.28918199665321814,0.325,-1,0.15,0.0,0.7641819966532182
Q5284389,230230,Divinity: Original Sin (Classic),0.9114967350892652,1,0.75,1,9.5666762333429e-06,0.3873861124129377,0.325,-1,0.15,9.5666762333429e-07,0.6467903018104209
Q71728562,230980,Starseed Pilgrim,0.564365936458522,1,1.0,1,0.0,0.2398555229948718,0.325,-1,0.15,0.0,0.7148555229948719
Q71732131,231040,Beatbuddy: Tale of the Guardians,0.725730783766157,1,0.0,1,0.0,0.3084355831006167,0.325,-1,0.15,0.0,0.0
Q119952213,231140,Cities XL Platinum,0.5612673917506784,1,0.9,1,0.0,0.2385386414940383,0.325,-1,0.15,0.0,0.6421847773446345
Q13427428,231160,The Swapper,0.9355893615159134,1,0.9,1,0.0,0.3976254786442632,0.325,-1,0.15,0.0,0.7853629307798369
Q7245729,233450,Prison Architect,0.8903873848579752,1,1.0,1,0.012294452128477023,0.37841463856463947,0.325,-1,0.15,0.0012294452128477024,0.8546440837774872
Q12496422,233720,Surgeon Simulator,0.8133882073718901,1,1.0,1,0.0,0.3456899881330533,0.325,-1,0.15,0.0,0.8206899881330533
Q7755333,233740,Organ Trail: Director's Cut,0.8691765603186754,1,1.0,1,0.03460207612456748,0.36940003813543704,0.325,-1,0.15,0.003460207612456748,0.8478602457478939
Q7460767,234650,Shadowrun Returns,0.8779296403469179,1,1.0,1,0.8744498494324763,0.3731200971474401,0.325,-1,0.15,0.08744498494324764,0.9355650820906878
Q13583301,234710,Poker Night 2,0.8687585319116733,1,1.0,1,0.0,0.36922237606246117,0.325,-1,0.15,0.0,0.8442223760624612
Q16267613,234900,Anodyne,0.830303139567622,1,0.9,1,0.0,0.35287883431623934,0.325,-1,0.15,0.0,0.7450909508846155
Q1955277,235600,Tom Clancy's Splinter Cell Blacklist,0.7833731902785773,1,0.9,1,0.11461856444945509,0.3329336058683954,0.325,-1,0.15,0.01146185644494551,0.7374559160820068
Q682617,236090,Dust: An Elysian Tail,0.9485129969974283,1,0.9,1,0.11086474501108648,0.40311802372390704,0.325,-1,0.15,0.011086474501108648,0.8002840484025142
Q844183,237850,Dreamfall Chapters,0.8117116675790913,1,1.0,1,0.0,0.3449774587211138,0.325,-1,0.15,0.0,0.8199774587211138
Q13417084,237930,Transistor,0.9369234051436149,1,1.0,1,0.0,0.39819244718603636,0.325,-1,0.15,0.0,0.8731924471860364
Q3932528,237990,The Banner Saga,0.8848126469958305,1,1.0,1,0.03856350927934442,0.37604537497322793,0.325,-1,0.15,0.003856350927934442,0.8549017259011624
Q17183734,238370,Magicka 2,0.8186204284420369,1,1.0,1,0.0,0.34791368208786566,0.325,-1,0.15,0.0,0.8229136820878656
Q3790509,238960,Path of Exile,0.8892481730465022,1,1.0,1,0.003246150992394732,0.3779304735447634,0.325,-1,0.15,0.00032461509923947324,0.8532550886440029
Q4051399,239160,Thief,0.7399471437933348,1,1.0,1,0.03531710249474001,0.3144775361121673,0.325,-1,0.15,0.003531710249474001,0.7930092463616413
Q1633410,240760,Wasteland 2,0.8168633764671438,1,0.9,1,0.009580032106053545,0.3471669349985361,0.325,-1,0.15,0.0009580032106053546,0.7408124443882275
Q13752449,241600,Rogue Legacy,0.9209582504161389,1,0.9,1,0.31499051233396586,0.39140725642685903,0.325,-1,0.15,0.03149905123339659,0.8081156768942301
Q92204212,241930,Middle-earth™: Shadow of Mordor™,0.9232454986620012,1,1.0,1,0.0,0.3923793369313505,0.325,-1,0.15,0.0,0.8673793369313506
Q3808649,242110,Joe Danger 2: The Movie,0.572005328433553,1,0.75,1,0.0,0.24310226458426,0.325,-1,0.15,0.0,0.538576698438195
Q81633916,247000,Talisman: Digital Classic Edition,0.7743087532305476,1,1.0,1,0.3089598352214212,0.32908122012298274,0.325,-1,0.15,0.03089598352214212,0.8349772036451248
Q16259371,247080,Crypt of the NecroDancer,0.9524920078934042,1,1.0,1,0.0,0.4048091033546968,0.325,-1,0.15,0.0,0.8798091033546968
Q18642577,249050,Dungeon of the ENDLESS™,0.8468523342854052,1,1.0,1,0.0,0.3599122420712972,0.325,-1,0.15,0.0,0.8349122420712972
Q3662198,249130,LEGO® MARVEL Super Heroes,0.9535134986062294,1,1.0,1,0.10347222222222223,0.40524323690764746,0.325,-1,0.15,0.010347222222222223,0.8905904591298697
Q16266633,249990,FORCED,0.725032864356964,1,0.0,1,0.0714103545014027,0.3081389673517097,0.325,-1,0.15,0.007141035450140271,0.0
Q46604354,250050,Life Goes On,0.950340765086085,1,0.9,1,0.0,0.4038948251615861,0.325,-1,0.15,0.0,0.7910053426454275
Q5427938,250320,The Wolf Among Us,0.9773674052625001,1,1.0,1,0.0,0.41538114723656255,0.325,-1,0.15,0.0,0.8903811472365626
Q18758128,250520,Underrail,0.8542235842566593,1,1.0,1,0.0,0.36304502330908023,0.325,-1,0.15,0.0,0.8380450233090803
Q4769943,251530,Anomaly Korea,0.7536971911079746,1,0.9,1,0.0,0.3203213062208892,0.325,-1,0.15,0.0,0.7157891755988004
Q14753828,251570,7 Days to Die,0.8701137521120262,1,0.9,1,0.007008439951090037,0.36979834464761113,0.325,-1,0.15,0.0007008439951090037,0.7609492697784482
Q20031743,252950,Rocket League,0.8761124323414756,1,1.0,1,0.15088905584773352,0.3723477837451271,0.325,-1,0.15,0.015088905584773353,0.8624366893299006
Q16267828,253030,Race The Sun,0.9280907531046017,1,1.0,1,0.14138817480719795,0.3944385700694557,0.325,-1,0.15,0.014138817480719795,0.8835773875501755
Q107999441,253510,Warmachine Tactics,0.4158435587403635,1,0.9,1,0.0,0.1767335124646545,0.325,-1,0.15,0.0,0.5865601612181891
Q18620506,257510,The Talos Principle,0.9509020757972249,1,1.0,1,0.7115928369462771,0.40413338221382056,0.325,-1,0.15,0.0711592836946277,0.9502926659084483
Q16457556,257850,Hyper Light Drifter,0.9259114474775838,1,1.0,1,0.0,0.3935123651779731,0.325,-1,0.15,0.0,0.8685123651779731
Q737653,259130,Wasteland 1 - The Original Classic,0.7534916404556471,1,1.0,1,0.0,0.32023394719365,0.325,-1,0.15,0.0,0.79523394719365
Q3274141,261030,The Walking Dead: Season Two,0.9637606893000866,1,1.0,1,0.0,0.4095982929525368,0.325,-1,0.15,0.0,0.8845982929525368
Q17513672,261570,Ori and the Blind Forest,0.9373808737424979,1,1.0,1,0.0,0.3983868713405616,0.325,-1,0.15,0.0,0.8733868713405616
Q16466659,261640,Borderlands: The Pre-Sequel,0.784998317265277,1,1.0,1,0.7232061762034514,0.3336242848377427,0.325,-1,0.15,0.07232061762034514,0.8809449024580879
Q16259390,262060,Darkest Dungeon®,0.9154534111071648,1,1.0,1,0.06148182957393483,0.38906769972054506,0.325,-1,0.15,0.006148182957393483,0.8702158826779386
,263440,Stomping Land,0.4538451798971074,1,0.0,1,0.0,0.19288420145627064,0.325,-1,0.15,0.0,0.0
Q15904573,267530,The LEGO® Movie - Videogame,0.8619893883060852,1,1.0,1,0.0,0.3663454900300862,0.325,-1,0.15,0.0,0.8413454900300862
Q7460766,267750,Shadowrun Chronicles - Boston Lockdown,0.5574173365750061,1,0.0,1,0.0,0.23690236804437761,0.325,-1,0.15,0.0,0.0
Q20030150,268500,XCOM 2,0.8435764043344699,1,1.0,1,0.0,0.3585199718421497,0.325,-1,0.15,0.0,0.8335199718421497
Q31634732,269210,Hero Siege,0.6675480975373284,1,0.9,1,0.0,0.28370794145336453,0.325,-1,0.15,0.0,0.682837147308028
Q64958460,269710,Tumblestone,0.7557302286249485,1,0.0,1,0.0,0.3211853471656031,0.325,-1,0.15,0.0,0.0
Q23253765,271240,Offworld Trading Company,0.7579811592472151,1,0.9,1,0.0,0.3221419926800664,0.325,-1,0.15,0.0,0.7174277934120598
Q6568802,272270,Torment: Tides of Numenera,0.6906587305986648,1,1.0,1,0.038086973290907336,0.29352996050443253,0.325,-1,0.15,0.0038086973290907336,0.7723386578335233
Q66316850,272890,Vertiginous Golf,0.5455911464737825,1,0.0,1,0.0,0.23187623725135756,0.325,-1,0.15,0.0,0.0
Q16267674,274170,Hotline Miami 2: Wrong Number,0.9403300677037577,1,1.0,1,0.0,0.399640278774097,0.325,-1,0.15,0.0,0.8746402787740971
Q15725934,275390,Guacamelee! Super Turbo Championship Edition,0.9173759707725387,1,1.0,1,0.0,0.38988478757832895,0.325,-1,0.15,0.0,0.864884787578329
Q15297043,275850,No Man's Sky,0.8478774326367555,1,1.0,1,1.0,0.36034790887062107,0.325,-1,0.15,0.1,0.9353479088706211
Q20031742,278100,RIVE,0.8119423788986025,1,1.0,1,0.0,0.3450755110319061,0.325,-1,0.15,0.0,0.8200755110319061
Q23647157,281640,The Banner Saga 2,0.8860870456210319,1,1.0,1,0.0,0.37658699438893856,0.325,-1,0.15,0.0,0.8515869943889386
Q16743212,282070,This War of Mine,0.9370818010869255,1,1.0,1,0.0,0.39825976546194336,0.325,-1,0.15,0.0,0.8732597654619434
Q20054566,283920,Putt-Putt Joins the Parade,0.9087424965854226,1,0.0,1,0.0,0.3862155610488046,0.325,-1,0.15,0.0,0.0
Q18150456,283940,Freddi Fish and the Case of the Missing Kelp Seeds,0.9560653580119399,1,1.0,1,0.0,0.40632777715507445,0.325,-1,0.15,0.0,0.8813277771550745
Q7125284,283960,Pajama Sam in No Need to Hide When It's Dark Outside,0.9653599993810665,1,1.0,1,0.0,0.4102779997369533,0.325,-1,0.15,0.0,0.8852779997369533
Q3161366,283980,SPY Fox in: Dry Cereal,0.9361776233951391,1,1.0,1,0.0,0.3978754899429341,0.325,-1,0.15,0.0,0.8728754899429342
Q28126594,284000,Putt-Putt and Pep's Balloon-o-Rama,0.7030819756034554,1,0.0,1,0.0,0.29880983963146857,0.325,-1,0.15,0.0,0.0
Q62725218,284020,Freddi Fish and Luther's Maze Madness,0.7056727244152231,1,0.0,1,0.0,0.2999109078764698,0.325,-1,0.15,0.0,0.0
Q393059,285160,LEGO® The Hobbit™,0.7996396778515831,1,0.9,1,0.0,0.3398468630869228,0.325,-1,0.15,0.0,0.7333621767782306
Q20652409,286160,Tabletop Simulator,0.957929132382819,1,1.0,1,0.09801270785453563,0.40711988126269805,0.325,-1,0.15,0.009801270785453564,0.8919211520481517
Q107424311,288370,Strike Suit Zero: Director's Cut,0.7832368832007989,1,0.9,1,0.0019157088122605365,0.3328756753603395,0.325,-1,0.15,0.00019157088122605367,0.7272605216174091
Q24050047,289070,Sid Meier's Civilization VI,0.8592870914731252,1,1.0,1,0.0,0.3651970138760782,0.325,-1,0.15,0.0,0.8401970138760783
Q18215873,289130,ENDLESS Legend™,0.8294412559205627,1,1.0,1,0.0,0.35251253376623914,0.325,-1,0.15,0.0,0.8275125337662391
Q119952215,289930,TransOcean: The Shipping Company,0.7164532633961813,1,0.9,1,0.0,0.304492636943377,0.325,-1,0.15,0.0,0.7015433732490394
Q16927602,290340,Armello,0.812361871293371,1,1.0,1,0.0,0.34525379529968264,0.325,-1,0.15,0.0,0.8202537952996827
Q18781688,290790,Grey Goo,0.6647016140616238,1,1.0,1,0.0,0.2824981859761901,0.325,-1,0.15,0.0,0.7574981859761901
Q2617930,291650,Pillars of Eternity,0.8810045262945133,1,1.0,1,0.32537453183520604,0.37442692367516817,0.325,-1,0.15,0.0325374531835206,0.8819643768586889
Q4267401,292030,The Witcher 3: Wild Hunt,0.9674305719437613,1,1.0,1,0.0,0.4111579930760985,0.325,-1,0.15,0.0,0.8861579930760985
Q3494294,292240,SPY Fox 2: Some Assembly Required,0.8875844389785812,1,0.0,1,0.0,0.377223386565897,0.325,-1,0.15,0.0,0.0
Q3494295,292260,SPY Fox 3: Operation Ozone,0.8415368680405052,1,0.0,1,0.0,0.3576531689172147,0.325,-1,0.15,0.0,0.0
Q63228470,292280,SPY Fox in: Cheese Chase,0.5173084842745487,1,0.0,1,0.0,0.2198561058166832,0.325,-1,0.15,0.0,0.0
Q63228471,292300,SPY Fox in: Hold the Mustard,0.27027144858027696,1,0.0,1,0.0,0.1148653656466177,0.325,-1,0.15,0.0,0.0
Q3470532,292780,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0.9603045364152807,1,0.0,1,0.0,0.40812942797649426,0.325,-1,0.15,0.0,0.0
Q3411219,292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0.9517492413139669,1,0.0,1,0.0,0.4044934275584359,0.325,-1,0.15,0.0,0.0
Q16259023,292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,0.335744724282434,1,0.5,1,0.0,0.14269150782003445,0.325,-1,0.15,0.0,0.30884575391001723
Q124070327,292840,Pajama Sam's Sock Works,0.7857180674970731,1,0.0,1,0.0,0.333930178686256,0.325,-1,0.15,0.0,0.0
Q63170775,292860,Pajama Sam's Lost & Found,0.37114361988923295,1,0.0,1,0.0,0.157736038452924,0.325,-1,0.15,0.0,0.0
Q19658430,294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,0.9583601627083297,1,0.0,1,0.0,0.4073030691510401,0.325,-1,0.15,0.0,0.0
Q19658431,294540,Freddi Fish 3: The Case of the Stolen Conch Shell,0.9378271904685666,1,0.0,1,0.0,0.39857655594914077,0.325,-1,0.15,0.0,0.0
Q19752955,294550,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0.931058687695551,1,0.0,1,0.0,0.3956999422706092,0.325,-1,0.15,0.0,0.0
Q19865961,294570,Freddi Fish 5: The Case of the Creature of Coral Cove,0.8769950203723584,1,0.0,1,0.0,0.37272288365825235,0.325,-1,0.15,0.0,0.0
Q62725237,294580,Freddi Fish and Luther's Water Worries,0.46269715977486015,1,0.0,1,0.0,0.19664629290431557,0.325,-1,0.15,0.0,0.0
Q20054565,294650,Putt-Putt Goes to the Moon,0.8959624017196334,1,0.0,1,0.0,0.38078402073084416,0.325,-1,0.15,0.0,0.0
Q22908027,294660,Putt-Putt Saves The Zoo,0.9543313352554295,1,1.0,1,0.0,0.4055908174835575,0.325,-1,0.15,0.0,0.8805908174835576
Q28126683,294670,Putt-Putt Travels Through Time,0.9159805927064782,1,0.0,1,0.0,0.3892917519002532,0.325,-1,0.15,0.0,0.0
Q28126593,294680,Putt-Putt Enters the Race,0.9190663178875389,1,0.0,1,0.0,0.39060318510220404,0.325,-1,0.15,0.0,0.0
Q42851282,294690,Putt-Putt Joins the Circus,0.8396789770994196,1,0.0,1,0.0,0.3568635652672533,0.325,-1,0.15,0.0,0.0
Q62726159,294700,Putt-Putt: Pep's Birthday Surprise,0.44388224357839473,1,0.75,1,0.0,0.18864995352081776,0.325,-1,0.15,0.0,0.49773746514061334
Q62726003,294710,Putt-Putt and Pep's Dog on a Stick,0.6802480275046752,1,0.0,1,0.0,0.28910541168948695,0.325,-1,0.15,0.0,0.0
Q135453323,294720,Putt-Putt and Fatty Bear's Activity Pack,0.7813900995787618,1,0.0,1,0.0,0.33209079232097377,0.325,-1,0.15,0.0,0.0
Q113680190,300550,Shadowrun: Dragonfall - Director's Cut,0.8855580532417038,1,1.0,1,0.0,0.3763621726277241,0.325,-1,0.15,0.0,0.8513621726277242
Q4048638,302510,Ryse: Son of Rome,0.8671252043489981,1,1.0,1,0.0,0.3685282118483242,0.325,-1,0.15,0.0,0.8435282118483242
Q19745067,304650,Sunless Sea,0.8229085897318642,1,0.9,1,0.097152699284138,0.3497361506360423,0.325,-1,0.15,0.009715269928413801,0.7510062785080105
Q18085691,305620,The Long Dark,0.8883333099321175,1,1.0,1,0.018036194668623134,0.3775416567211499,0.325,-1,0.15,0.0018036194668623136,0.8543452761880124
Q16267762,306760,Obduction,0.7851344040197511,1,0.9,1,0.13125965144495919,0.33368212170839423,0.325,-1,0.15,0.013125965144495919,0.7396272781676012
Q17007953,313690,LEGO® Batman™ 3: Beyond Gotham,0.8776040330136438,1,0.9,1,0.0,0.3729817140307986,0.325,-1,0.15,0.0,0.7631835426277188
Q124070328,317020,Pajama Sam: Games to Play on Any Day,0.7957685574140959,1,0.0,1,0.0,0.33820163690099075,0.325,-1,0.15,0.0,0.0
Q5437996,317030,Fatty Bear's Birthday Surprise,0.9014534722214624,1,0.0,1,0.0,0.3831177256941215,0.325,-1,0.15,0.0,0.0
Q19881281,318600,The Flame in the Flood,0.7499164231693628,1,1.0,1,0.0,0.3187144798469792,0.325,-1,0.15,0.0,0.7937144798469792
Q30643248,318970,StarCrawlers,0.808540614225735,1,0.9,1,0.05527280687352926,0.34362976104593734,0.325,-1,0.15,0.005527280687352926,0.7417413375599613
,321040,DiRT 3 Complete Edition,0.9095948688532254,1,1.0,1,0.0,0.3865778192626208,0.325,-1,0.15,0.0,0.8615778192626208
Q22019745,322190,SteamWorld Heist,0.9326873483039986,1,1.0,1,0.0,0.3963921230291994,0.325,-1,0.15,0.0,0.8713921230291994
Q20538677,325600,Sword Coast Legends,0.5269059279373265,1,1.0,1,0.05328005328005328,0.22393501937336374,0.325,-1,0.15,0.005328005328005328,0.7042630247013691
Q89409387,326410,Windward,0.7831584902215182,1,1.0,1,0.0,0.3328423583441452,0.325,-1,0.15,0.0,0.8078423583441453
Q16962493,330830,Tales from the Borderlands,0.939735121091949,1,1.0,1,0.0,0.3993874264640783,0.325,-1,0.15,0.0,0.8743874264640784
Q18150581,330840,Game of Thrones - A Telltale Games Series,0.7500389120897674,1,1.0,1,0.0,0.3187665376381511,0.325,-1,0.15,0.0,0.7937665376381512
Q18754076,331600,ONE PIECE PIRATE WARRIORS 3,0.7732261232861487,1,1.0,1,0.0,0.3286211023966132,0.325,-1,0.15,0.0,0.8036211023966132
Q19772510,337000,Deus Ex: Mankind Divided™,0.7595347784090372,1,0.9,1,0.6549537932516656,0.32280228082384077,0.325,-1,0.15,0.06549537932516657,0.7769678941341067
Q18356951,337150,Sentinels of the Multiverse,0.8817891469496228,1,1.0,1,0.42098296500920807,0.3747603874535897,0.325,-1,0.15,0.04209829650092081,0.8918586839545105
Q16259000,339200,Oceanhorn: Monster of Uncharted Seas,0.7798924614690417,1,1.0,1,0.0,0.3314542961243427,0.325,-1,0.15,0.0,0.8064542961243427
Q19879485,341800,Keep Talking and Nobody Explodes,0.9704694058337543,1,1.0,1,0.0,0.41244949747934556,0.325,-1,0.15,0.0,0.8874494974793455
Q20031747,346110,ARK: Survival Evolved,0.8324182819030617,1,0.9,1,0.3258121898698624,0.3537777698088012,0.325,-1,0.15,0.03258121898698624,0.7752230899162088
Q113679925,346940,Shadowrun: Hong Kong - Extended Edition,0.85706665406875,1,1.0,1,0.0,0.3642533279792188,0.325,-1,0.15,0.0,0.8392533279792188
Q18920887,352400,LEGO® Jurassic World,0.9202301952789826,1,1.0,1,0.0,0.3910978329935676,0.325,-1,0.15,0.0,0.8660978329935677
Q116774681,355800,Space Run Galaxy,0.608292441297495,1,1.0,1,0.0,0.25852428755143536,0.325,-1,0.15,0.0,0.7335242875514354
Q42324197,358130,Curious Expedition,0.9040367734216278,1,0.9,1,0.0,0.3842156287041918,0.325,-1,0.15,0.0,0.7732940658337726
Q4980843,359320,Elite Dangerous,0.7710136272786603,1,0.9,1,0.10721463889813686,0.3276807915934306,0.325,-1,0.15,0.010721463889813687,0.7320620299349199
Q19849221,360830,Yooka-Laylee,0.7378327150124121,1,1.0,1,0.023623330074942977,0.31357890388027515,0.325,-1,0.15,0.002362333007494298,0.7909412368877695
Q211229,362890,Black Mesa,0.9486856052430044,1,0.9,1,0.0,0.40319138222827683,0.325,-1,0.15,0.0,0.7903722440054491
Q124067475,363050,Let's Explore The Airport (Junior Field Trips),0.846446856523734,1,0.0,1,0.0,0.3597399140225869,0.325,-1,0.15,0.0,0.0
Q135078147,363060,Let's Explore The Farm (Junior Field Trips),0.8690882244316417,1,0.0,1,0.0,0.36936249538344773,0.325,-1,0.15,0.0,0.0
Q135078156,363070,Let's Explore The Jungle (Junior Field Trips),0.782433758350299,1,0.0,1,0.0,0.3325343472988771,0.325,-1,0.15,0.0,0.0
Q123669866,363600,Holy Potatoes! A Weapon Shop?!,0.6953773861409062,1,0.0,1,0.0,0.29553538910988514,0.325,-1,0.15,0.0,0.0
Q20712541,364360,Total War: WARHAMMER,0.7814041375134374,1,0.75,1,0.0,0.3320967584432109,0.325,-1,0.15,0.0,0.6053225688324082
Q55099390,367450,Poly Bridge,0.9064788894821504,1,1.0,1,0.0,0.3852535280299139,0.325,-1,0.15,0.0,0.860253528029914
Q21450467,368230,Kingdom: Classic,0.9028217487579071,1,0.9,1,0.0,0.3836992432221105,0.325,-1,0.15,0.0,0.7728293188998995
