appid,name,favorability,critic_score,protonDB_rating,personal_interest,completion,favorability_weighted,critic_score_weighted,protonDB_rating_weighted,personal_interest_weighted,completion_weighted,final_score
209830,Lone Survivor: The Director's Cut,0.8290113707924436,1,1,1,0.0,0.3523298325867885,0.325,-1,0.15,0.0,0.8273298325867885
210170,Spirits,0.6167001130350394,1,0,1,0.0,0.2620975480398917,0.325,-1,0.15,0.0,0.0
210770,Sanctum 2,0.8943279679636554,1,1,1,0.7842239185750636,0.38008938638455353,0.325,-1,0.15,0.07842239185750637,0.9335117782420599
210970,The Witness,0.8396130982181704,1,1,1,0.03638110928061505,0.35683556674272243,0.325,-1,0.15,0.0036381109280615048,0.8354736776707841
211420,DARK SOULS™: Prepare To Die Edition,0.9130376445419259,1,1,1,0.0,0.3880409989303185,0.325,-1,0.15,0.0,0.8630409989303186
212680,FTL: Faster Than Light,0.9497876339296671,1,1,1,0.13915143877336694,0.40365974442010855,0.325,-1,0.15,0.013915143877336694,0.8925748882974454
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0.8260719471896827,1,1,1,0.0,0.3510805775556151,0.325,-1,0.15,0.0,0.8260805775556151
213330,LEGO® Batman™ 2: DC Super Heroes,0.9429480784448645,1,1,1,0.0,0.4007529333390674,0.325,-1,0.15,0.0,0.8757529333390675
214510,LEGO® The Lord of the Rings™,0.8966607995286169,1,1,1,0.1073045875172278,0.3810808397996622,0.325,-1,0.15,0.01073045875172278,0.866811298551385
214560,Mark of the Ninja,0.9673618647042977,1,1,1,0.033602150537634407,0.41112879249932655,0.325,-1,0.15,0.003360215053763441,0.88948900755309
214770,Guacamelee! Gold Edition,0.9247408009002419,1,1,1,0.0,0.3930148403826028,0.325,-1,0.15,0.0,0.8680148403826028
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,0.9066468034195909,1,1,1,0.0,0.38532489145332616,0.325,-1,0.15,0.0,0.8603248914533262
218620,PAYDAY 2,0.8924270887779461,1,1,1,0.027098522485321633,0.37928151273062705,0.325,-1,0.15,0.0027098522485321636,0.8569913649791592
218680,Scribblenauts Unlimited,0.9350290714950763,1,1,1,0.0,0.3973873553854074,0.325,-1,0.15,0.0,0.8723873553854075
219740,Don't Starve,0.9646057879935381,1,1,1,0.0,0.4099574598972537,0.325,-1,0.15,0.0,0.8849574598972537
219780,Divinity II: Developer's Cut,0.8387726519461727,1,1,1,0.0,0.3564783770771234,0.325,-1,0.15,0.0,0.8314783770771234
219890,Antichamber,0.9479260522530566,1,1,1,0.0,0.40286857220754907,0.325,-1,0.15,0.0,0.8778685722075491
219990,Grim Dawn,0.9357825606113284,1,1,1,0.24299065420560748,0.39770758825981456,0.325,-1,0.15,0.024299065420560748,0.8970066536803754
220200,Kerbal Space Program,0.9539469666260206,1,1,1,0.04018425953151034,0.40542746081605874,0.325,-1,0.15,0.004018425953151035,0.8844458867692099
221640,Super Hexagon,0.9665504875277692,1,1,1,0.0,0.4107839571993019,0.325,-1,0.15,0.0,0.8857839571993019
222730,Reus,0.7711767172784161,1,1,1,0.0,0.32775010484332684,0.325,-1,0.15,0.0,0.8027501048433269
223220,Giana Sisters: Twisted Dreams,0.7574245761504005,1,1,1,0.0,0.3219054448639202,0.325,-1,0.15,0.0,0.7969054448639202
223510,Miasmata,0.7489744561530552,1,1,1,0.0,0.31831414386504847,0.325,-1,0.15,0.0,0.7933141438650485
224760,FEZ,0.9223997483311329,1,1,1,0.10882708585247884,0.3920198930407315,0.325,-1,0.15,0.010882708585247884,0.8779026016259793
225420,Cities in Motion 2,0.5603714374952063,1,1,1,0.0,0.23815786093546268,0.325,-1,0.15,0.0,0.7131578609354627
227080,Papo & Yo,0.9248234029378044,1,1,1,0.0,0.3930499462485669,0.325,-1,0.15,0.0,0.8680499462485669
228200,Company of Heroes ,0.9397162499861799,1,1,1,0.0,0.39937940624412643,0.325,-1,0.15,0.0,0.8743794062441265
228360,Full Throttle Remastered,0.906822502200345,1,1,1,0.0,0.3853995634351466,0.325,-1,0.15,0.0,0.8603995634351466
230150,Incredipede,0.6804282274193368,1,1,1,0.0,0.28918199665321814,0.325,-1,0.15,0.0,0.7641819966532182
230230,Divinity: Original Sin (Classic),0.9114967350892652,1,0.75,1,9.5666762333429e-06,0.3873861124129377,0.325,-1,0.15,9.5666762333429e-07,0.6467903018104209
230980,Starseed Pilgrim,0.564365936458522,1,1,1,0,0.2398555229948718,0.325,-1,0.15,0.0,0.7148555229948719
231040,Beatbuddy: Tale of the Guardians,0.725730783766157,1,0,1,0.0,0.3084355831006167,0.325,-1,0.15,0.0,0.0
231140,Cities XL Platinum,0.5612673917506784,1,0.9,1,0,0.2385386414940383,0.325,-1,0.15,0.0,0.6421847773446345
231160,The Swapper,0.9355893615159134,1,0.9,1,0.0,0.3976254786442632,0.325,-1,0.15,0.0,0.7853629307798369
233450,Prison Architect,0.8903873848579752,1,1,1,0.012294452128477023,0.37841463856463947,0.325,-1,0.15,0.0012294452128477024,0.8546440837774872
233720,Surgeon Simulator,0.8133882073718901,1,1,1,0.0,0.3456899881330533,0.325,-1,0.15,0.0,0.8206899881330533
233740,Organ Trail: Director's Cut,0.8691765603186754,1,1,1,0.03460207612456748,0.36940003813543704,0.325,-1,0.15,0.003460207612456748,0.8478602457478939
234650,Shadowrun Returns,0.8779296403469179,1,1,1,0.8744498494324763,0.3731200971474401,0.325,-1,0.15,0.08744498494324764,0.9355650820906878
234710,Poker Night 2,0.8687585319116733,1,1,1,0.0,0.36922237606246117,0.325,-1,0.15,0.0,0.8442223760624612
234900,Anodyne,0.830303139567622,1,0.9,1,0.0,0.35287883431623934,0.325,-1,0.15,0.0,0.7450909508846155
235600,Tom Clancy's Splinter Cell Blacklist,0.7833731902785773,1,0.9,1,0.11461856444945509,0.3329336058683954,0.325,-1,0.15,0.01146185644494551,0.7374559160820068
236090,Dust: An Elysian Tail,0.9485129969974283,1,0.9,1,0.11086474501108648,0.40311802372390704,0.325,-1,0.15,0.011086474501108648,0.8002840484025142
237850,Dreamfall Chapters,0.8117116675790913,1,1,1,0.0,0.3449774587211138,0.325,-1,0.15,0.0,0.8199774587211138
237930,Transistor,0.9369234051436149,1,1,1,0.0,0.39819244718603636,0.325,-1,0.15,0.0,0.8731924471860364
237990,The Banner Saga,0.8848126469958305,1,1,1,0.03856350927934442,0.37604537497322793,0.325,-1,0.15,0.003856350927934442,0.8549017259011624
238370,Magicka 2,0.8186204284420369,1,1,1,0.0,0.34791368208786566,0.325,-1,0.15,0.0,0.8229136820878656
238960,Path of Exile,0.8892481730465022,1,1,1,0.003246150992394732,0.3779304735447634,0.325,-1,0.15,0.00032461509923947324,0.8532550886440029
239160,Thief,0.7399471437933348,1,1,1,0.03531710249474001,0.3144775361121673,0.325,-1,0.15,0.003531710249474001,0.7930092463616413
240760,Wasteland 2,0.8168633764671438,1,0.9,1,0.009580032106053545,0.3471669349985361,0.325,-1,0.15,0.0009580032106053546,0.7408124443882275
241600,Rogue Legacy,0.9209582504161389,1,0.9,1,0.31499051233396586,0.39140725642685903,0.325,-1,0.15,0.03149905123339659,0.8081156768942301
241930,Middle-earth™: Shadow of Mordor™,0.9232454986620012,1,1,1,0,0.3923793369313505,0.325,-1,0.15,0.0,0.8673793369313506
242110,Joe Danger 2: The Movie,0.572005328433553,1,0.75,1,0.0,0.24310226458426,0.325,-1,0.15,0.0,0.538576698438195
247000,Talisman: Digital Classic Edition,0.7743087532305476,1,1,1,0.3089598352214212,0.32908122012298274,0.325,-1,0.15,0.03089598352214212,0.8349772036451248
247080,Crypt of the NecroDancer,0.9524920078934042,1,1,1,0.0,0.4048091033546968,0.325,-1,0.15,0.0,0.8798091033546968
249050,Dungeon of the ENDLESS™,0.8468523342854052,1,1,1,0.0,0.3599122420712972,0.325,-1,0.15,0.0,0.8349122420712972
249130,LEGO® MARVEL Super Heroes,0.9535134986062294,1,1,1,0.10347222222222223,0.40524323690764746,0.325,-1,0.15,0.010347222222222223,0.8905904591298697
249990,FORCED,0.725032864356964,1,0,1,0.0714103545014027,0.3081389673517097,0.325,-1,0.15,0.007141035450140271,0.0
250050,Life Goes On,0.950340765086085,1,0.9,1,0.0,0.4038948251615861,0.325,-1,0.15,0.0,0.7910053426454275
250320,The Wolf Among Us,0.9773674052625001,1,1,1,0.0,0.41538114723656255,0.325,-1,0.15,0.0,0.8903811472365626
250520,Underrail,0.8542235842566593,1,1,1,0.0,0.36304502330908023,0.325,-1,0.15,0.0,0.8380450233090803
251530,Anomaly Korea,0.7536971911079746,1,0.9,1,0.0,0.3203213062208892,0.325,-1,0.15,0.0,0.7157891755988004
251570,7 Days to Die,0.8701137521120262,1,0.9,1,0.007008439951090037,0.36979834464761113,0.325,-1,0.15,0.0007008439951090037,0.7609492697784482
252950,Rocket League,0.8761124323414756,1,1,1,0.15088905584773352,0.3723477837451271,0.325,-1,0.15,0.015088905584773353,0.8624366893299006
253030,Race The Sun,0.9280907531046017,1,1,1,0.14138817480719795,0.3944385700694557,0.325,-1,0.15,0.014138817480719795,0.8835773875501755
253510,Warmachine Tactics,0.4158435587403635,1,0.9,1,0,0.1767335124646545,0.325,-1,0.15,0.0,0.5865601612181891
257510,The Talos Principle,0.9509020757972249,1,1,1,0.7115928369462771,0.40413338221382056,0.325,-1,0.15,0.0711592836946277,0.9502926659084483
257850,Hyper Light Drifter,0.9259114474775838,1,1,1,0.0,0.3935123651779731,0.325,-1,0.15,0.0,0.8685123651779731
259130,Wasteland 1 - The Original Classic,0.7534916404556471,1,1,1,0.0,0.32023394719365,0.325,-1,0.15,0.0,0.79523394719365
261030,The Walking Dead: Season Two,0.9637606893000866,1,1,1,0.0,0.4095982929525368,0.325,-1,0.15,0.0,0.8845982929525368
261570,Ori and the Blind Forest,0.9373808737424979,1,1,1,0.0,0.3983868713405616,0.325,-1,0.15,0.0,0.8733868713405616
261640,Borderlands: The Pre-Sequel,0.784998317265277,1,1,1,0.7232061762034514,0.3336242848377427,0.325,-1,0.15,0.07232061762034514,0.8809449024580879
262060,Darkest Dungeon®,0.9154534111071648,1,1,1,0.06148182957393483,0.38906769972054506,0.325,-1,0.15,0.006148182957393483,0.8702158826779386
263440,Stomping Land,0.4538451798971074,1,0,1,0,0.19288420145627064,0.325,-1,0.15,0.0,0.0
267530,The LEGO® Movie - Videogame,0.8619893883060852,1,1,1,0.0,0.3663454900300862,0.325,-1,0.15,0.0,0.8413454900300862
267750,Shadowrun Chronicles - Boston Lockdown,0.5574173365750061,1,0,1,0.0,0.23690236804437761,0.325,-1,0.15,0.0,0.0
268500,XCOM 2,0.8435764043344699,1,1,1,0.0,0.3585199718421497,0.325,-1,0.15,0.0,0.8335199718421497
269210,Hero Siege,0.6675480975373284,1,0.9,1,0.0,0.28370794145336453,0.325,-1,0.15,0.0,0.682837147308028
269710,Tumblestone,0.7557302286249485,1,0,1,0.0,0.3211853471656031,0.325,-1,0.15,0.0,0.0
271240,Offworld Trading Company,0.7579811592472151,1,0.9,1,0.0,0.3221419926800664,0.325,-1,0.15,0.0,0.7174277934120598
272270,Torment: Tides of Numenera,0.6906587305986648,1,1,1,0.038086973290907336,0.29352996050443253,0.325,-1,0.15,0.0038086973290907336,0.7723386578335233
272890,Vertiginous Golf,0.5455911464737825,1,0,1,0.0,0.23187623725135756,0.325,-1,0.15,0.0,0.0
274170,Hotline Miami 2: Wrong Number,0.9403300677037577,1,1,1,0.0,0.399640278774097,0.325,-1,0.15,0.0,0.8746402787740971
275390,Guacamelee! Super Turbo Championship Edition,0.9173759707725387,1,1,1,0.0,0.38988478757832895,0.325,-1,0.15,0.0,0.864884787578329
275850,No Man's Sky,0.8478774326367555,1,1,1,1,0.36034790887062107,0.325,-1,0.15,0.1,0.9353479088706211
278100,RIVE,0.8119423788986025,1,1,1,0.0,0.3450755110319061,0.325,-1,0.15,0.0,0.8200755110319061
281640,The Banner Saga 2,0.8860870456210319,1,1,1,0.0,0.37658699438893856,0.325,-1,0.15,0.0,0.8515869943889386
282070,This War of Mine,0.9370818010869255,1,1,1,0.0,0.39825976546194336,0.325,-1,0.15,0.0,0.8732597654619434
283920,Putt-Putt Joins the Parade,0.9087424965854226,1,0,1,0.0,0.3862155610488046,0.325,-1,0.15,0.0,0.0
283940,Freddi Fish and the Case of the Missing Kelp Seeds,0.9560653580119399,1,1,1,0.0,0.40632777715507445,0.325,-1,0.15,0.0,0.8813277771550745
283960,Pajama Sam in No Need to Hide When It's Dark Outside,0.9653599993810665,1,1,1,0.0,0.4102779997369533,0.325,-1,0.15,0.0,0.8852779997369533
283980,SPY Fox in: Dry Cereal,0.9361776233951391,1,1,1,0.0,0.3978754899429341,0.325,-1,0.15,0.0,0.8728754899429342
284000,Putt-Putt and Pep's Balloon-o-Rama,0.7030819756034554,1,0,1,0,0.29880983963146857,0.325,-1,0.15,0.0,0.0
284020,Freddi Fish and Luther's Maze Madness,0.7056727244152231,1,0,1,0,0.2999109078764698,0.325,-1,0.15,0.0,0.0
285160,LEGO® The Hobbit™,0.7996396778515831,1,0.9,1,0.0,0.3398468630869228,0.325,-1,0.15,0.0,0.7333621767782306
286160,Tabletop Simulator,0.957929132382819,1,1,1,0.09801270785453563,0.40711988126269805,0.325,-1,0.15,0.009801270785453564,0.8919211520481517
288370,Strike Suit Zero: Director's Cut,0.7832368832007989,1,0.9,1,0.0019157088122605365,0.3328756753603395,0.325,-1,0.15,0.00019157088122605367,0.7272605216174091
289070,Sid Meier's Civilization VI,0.8592870914731252,1,1,1,0.0,0.3651970138760782,0.325,-1,0.15,0.0,0.8401970138760783
289130,ENDLESS Legend™,0.8294412559205627,1,1,1,0.0,0.35251253376623914,0.325,-1,0.15,0.0,0.8275125337662391
289930,TransOcean: The Shipping Company,0.7164532633961813,1,0.9,1,0.0,0.304492636943377,0.325,-1,0.15,0.0,0.7015433732490394
290340,Armello,0.812361871293371,1,1,1,0.0,0.34525379529968264,0.325,-1,0.15,0.0,0.8202537952996827
290790,Grey Goo,0.6647016140616238,1,1,1,0.0,0.2824981859761901,0.325,-1,0.15,0.0,0.7574981859761901
291650,Pillars of Eternity,0.8810045262945133,1,1,1,0.32537453183520604,0.37442692367516817,0.325,-1,0.15,0.0325374531835206,0.8819643768586889
292030,The Witcher 3: Wild Hunt,0.9674305719437613,1,1,1,0.0,0.4111579930760985,0.325,-1,0.15,0.0,0.8861579930760985
292240,SPY Fox 2: Some Assembly Required,0.8875844389785812,1,0,1,0.0,0.377223386565897,0.325,-1,0.15,0.0,0.0
292260,SPY Fox 3: Operation Ozone,0.8415368680405052,1,0,1,0.0,0.3576531689172147,0.325,-1,0.15,0.0,0.0
292280,SPY Fox in: Cheese Chase,0.5173084842745487,1,0,1,0,0.2198561058166832,0.325,-1,0.15,0.0,0.0
292300,SPY Fox in: Hold the Mustard,0.27027144858027696,1,0,1,0,0.1148653656466177,0.325,-1,0.15,0.0,0.0
292780,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0.9603045364152807,1,0,1,0.0,0.40812942797649426,0.325,-1,0.15,0.0,0.0
292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0.9517492413139669,1,0,1,0.0,0.4044934275584359,0.325,-1,0.15,0.0,0.0
292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,0.335744724282434,1,0.5,1,0.0,0.14269150782003445,0.325,-1,0.15,0.0,0.30884575391001723
292840,Pajama Sam's Sock Works,0.7857180674970731,1,0,1,0,0.333930178686256,0.325,-1,0.15,0.0,0.0
292860,Pajama Sam's Lost & Found,0.37114361988923295,1,0,1,0.0,0.157736038452924,0.325,-1,0.15,0.0,0.0
294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,0.9583601627083297,1,0,1,0.0,0.4073030691510401,0.325,-1,0.15,0.0,0.0
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,0.9378271904685666,1,0,1,0.0,0.39857655594914077,0.325,-1,0.15,0.0,0.0
294550,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0.931058687695551,1,0,1,0.0,0.3956999422706092,0.325,-1,0.15,0.0,0.0
294570,Freddi Fish 5: The Case of the Creature of Coral Cove,0.8769950203723584,1,0,1,0.0,0.37272288365825235,0.325,-1,0.15,0.0,0.0
294580,Freddi Fish and Luther's Water Worries,0.46269715977486015,1,0,1,0,0.19664629290431557,0.325,-1,0.15,0.0,0.0
294650,Putt-Putt Goes to the Moon,0.8959624017196334,1,0,1,0.0,0.38078402073084416,0.325,-1,0.15,0.0,0.0
294660,Putt-Putt Saves The Zoo,0.9543313352554295,1,1,1,0.0,0.4055908174835575,0.325,-1,0.15,0.0,0.8805908174835576
294670,Putt-Putt Travels Through Time,0.9159805927064782,1,0,1,0.0,0.3892917519002532,0.325,-1,0.15,0.0,0.0
294680,Putt-Putt Enters the Race,0.9190663178875389,1,0,1,0.0,0.39060318510220404,0.325,-1,0.15,0.0,0.0
294690,Putt-Putt Joins the Circus,0.8396789770994196,1,0,1,0.0,0.3568635652672533,0.325,-1,0.15,0.0,0.0
294700,Putt-Putt: Pep's Birthday Surprise,0.44388224357839473,1,0.75,1,0.0,0.18864995352081776,0.325,-1,0.15,0.0,0.49773746514061334
294710,Putt-Putt and Pep's Dog on a Stick,0.6802480275046752,1,0,1,0,0.28910541168948695,0.325,-1,0.15,0.0,0.0
294720,Putt-Putt and Fatty Bear's Activity Pack,0.7813900995787618,1,0,1,0,0.33209079232097377,0.325,-1,0.15,0.0,0.0
300550,Shadowrun: Dragonfall - Director's Cut,0.8855580532417038,1,1,1,0.0,0.3763621726277241,0.325,-1,0.15,0.0,0.8513621726277242
302510,Ryse: Son of Rome,0.8671252043489981,1,1,1,0.0,0.3685282118483242,0.325,-1,0.15,0.0,0.8435282118483242
304650,Sunless Sea,0.8229085897318642,1,0.9,1,0.097152699284138,0.3497361506360423,0.325,-1,0.15,0.009715269928413801,0.7510062785080105
305620,The Long Dark,0.8883333099321175,1,1,1,0.018036194668623134,0.3775416567211499,0.325,-1,0.15,0.0018036194668623136,0.8543452761880124
306760,Obduction,0.7851344040197511,1,0.9,1,0.13125965144495919,0.33368212170839423,0.325,-1,0.15,0.013125965144495919,0.7396272781676012
313690,LEGO® Batman™ 3: Beyond Gotham,0.8776040330136438,1,0.9,1,0.0,0.3729817140307986,0.325,-1,0.15,0.0,0.7631835426277188
317020,Pajama Sam: Games to Play on Any Day,0.7957685574140959,1,0,1,0.0,0.33820163690099075,0.325,-1,0.15,0.0,0.0
317030,Fatty Bear's Birthday Surprise,0.9014534722214624,1,0,1,0.0,0.3831177256941215,0.325,-1,0.15,0.0,0.0
318600,The Flame in the Flood,0.7499164231693628,1,1,1,0.0,0.3187144798469792,0.325,-1,0.15,0.0,0.7937144798469792
318970,StarCrawlers,0.808540614225735,1,0.9,1,0.05527280687352926,0.34362976104593734,0.325,-1,0.15,0.005527280687352926,0.7417413375599613
321040,DiRT 3 Complete Edition,0.9095948688532254,1,1,1,0,0.3865778192626208,0.325,-1,0.15,0.0,0.8615778192626208
322190,SteamWorld Heist,0.9326873483039986,1,1,1,0.0,0.3963921230291994,0.325,-1,0.15,0.0,0.8713921230291994
325600,Sword Coast Legends,0.5269059279373265,1,1,1,0.05328005328005328,0.22393501937336374,0.325,-1,0.15,0.005328005328005328,0.7042630247013691
326410,Windward,0.7831584902215182,1,1,1,0.0,0.3328423583441452,0.325,-1,0.15,0.0,0.8078423583441453
330830,Tales from the Borderlands,0.939735121091949,1,1,1,0.0,0.3993874264640783,0.325,-1,0.15,0.0,0.8743874264640784
330840,Game of Thrones - A Telltale Games Series,0.7500389120897674,1,1,1,0.0,0.3187665376381511,0.325,-1,0.15,0.0,0.7937665376381512
331600,ONE PIECE PIRATE WARRIORS 3,0.7732261232861487,1,1,1,0.0,0.3286211023966132,0.325,-1,0.15,0.0,0.8036211023966132
337000,Deus Ex: Mankind Divided™,0.7595347784090372,1,0.9,1,0.6549537932516656,0.32280228082384077,0.325,-1,0.15,0.06549537932516657,0.7769678941341067
337150,Sentinels of the Multiverse,0.8817891469496228,1,1,1,0.42098296500920807,0.3747603874535897,0.325,-1,0.15,0.04209829650092081,0.8918586839545105
339200,Oceanhorn: Monster of Uncharted Seas,0.7798924614690417,1,1,1,0.0,0.3314542961243427,0.325,-1,0.15,0.0,0.8064542961243427
341800,Keep Talking and Nobody Explodes,0.9704694058337543,1,1,1,0.0,0.41244949747934556,0.325,-1,0.15,0.0,0.8874494974793455
346110,ARK: Survival Evolved,0.8324182819030617,1,0.9,1,0.3258121898698624,0.3537777698088012,0.325,-1,0.15,0.03258121898698624,0.7752230899162088
346940,Shadowrun: Hong Kong - Extended Edition,0.85706665406875,1,1,1,0,0.3642533279792188,0.325,-1,0.15,0.0,0.8392533279792188
352400,LEGO® Jurassic World,0.9202301952789826,1,1,1,0.0,0.3910978329935676,0.325,-1,0.15,0.0,0.8660978329935677
355800,Space Run Galaxy,0.608292441297495,1,1,1,0.0,0.25852428755143536,0.325,-1,0.15,0.0,0.7335242875514354
358130,Curious Expedition,0.9040367734216278,1,0.9,1,0.0,0.3842156287041918,0.325,-1,0.15,0.0,0.7732940658337726
359320,Elite Dangerous,0.7710136272786603,1,0.9,1,0.10721463889813686,0.3276807915934306,0.325,-1,0.15,0.010721463889813687,0.7320620299349199
360830,Yooka-Laylee,0.7378327150124121,1,1,1,0.023623330074942977,0.31357890388027515,0.325,-1,0.15,0.002362333007494298,0.7909412368877695
362890,Black Mesa,0.9486856052430044,1,0.9,1,0.0,0.40319138222827683,0.325,-1,0.15,0.0,0.7903722440054491
363050,Let's Explore The Airport (Junior Field Trips),0.846446856523734,1,0,1,0.0,0.3597399140225869,0.325,-1,0.15,0.0,0.0
363060,Let's Explore The Farm (Junior Field Trips),0.8690882244316417,1,0,1,0,0.36936249538344773,0.325,-1,0.15,0.0,0.0
363070,Let's Explore The Jungle (Junior Field Trips),0.782433758350299,1,0,1,0,0.3325343472988771,0.325,-1,0.15,0.0,0.0
363600,Holy Potatoes! A Weapon Shop?!,0.6953773861409062,1,0,1,0.0,0.29553538910988514,0.325,-1,0.15,0.0,0.0
364360,Total War: WARHAMMER,0.7814041375134374,1,0.75,1,0.0,0.3320967584432109,0.325,-1,0.15,0.0,0.6053225688324082
367450,Poly Bridge,0.9064788894821504,1,1,1,0.0,0.3852535280299139,0.325,-1,0.15,0.0,0.860253528029914
368230,Kingdom: Classic,0.9028217487579071,1,0.9,1,0.0,0.3836992432221105,0.325,-1,0.15,0.0,0.7728293188998995
370240,NBA 2K16,0.5073728872403054,1,1,1,0.0,0.2156334770771298,0.325,-1,0.15,0.0,0.6906334770771299
370360,TIS-100,0.9611765906110655,1,1,1,0.0,0.4085000510097028,0.325,-1,0.15,0.0,0.8835000510097029
373420,Divinity: Original Sin Enhanced Edition,0.8902810293860914,1,1,1,0.0001440668107334774,0.37836943748908886,0.325,-1,0.15,1.440668107334774e-05,0.8533838441701622
374320,DARK SOULS™ III,0.9427213380468282,1,1,1,0.0,0.400656568669902,0.325,-1,0.15,0.0,0.875656568669902
375820,Human Resource Machine,0.9315198903847436,1,0.75,1,0.15039142974866088,0.395895953413516,0.325,-1,0.15,0.015039142974866089,0.6644513222912866
376570,WildStar,0.7411770817923827,1,0,1,0,0.31500025976176266,0.325,-1,0.15,0.0,0.0
376760,Big Thinkers Kindergarten,0.7659688971390856,1,0,1,0.0,0.32553678128411134,0.325,-1,0.15,0.0,0.0
376770,Big Thinkers 1st Grade,0.7898683447569094,1,0,1,0.0,0.3356940465216865,0.325,-1,0.15,0.0,0.0
377160,Fallout 4,0.8105751576682357,1,1,1,1,0.3444944420090002,0.325,-1,0.15,0.1,0.9194944420090002
384190,ABZÛ,0.9261217705024224,1,1,1,0.5238095238095238,0.3936017524635295,0.325,-1,0.15,0.05238095238095239,0.920982704844482
387290,Ori and the Blind Forest: Definitive Edition,0.9494297035166146,1,1,1,0.8237885462555066,0.4035076239945612,0.325,-1,0.15,0.08237885462555067,0.9608864786201119
391720,Layers of Fear (2016),0.8802959857019036,1,0.9,1,0.0,0.374125793923309,0.325,-1,0.15,0.0,0.7642132145309782
394230,Battleborn,0.6173057636421664,1,0,1,0.0,0.2623549495479207,0.325,-1,0.15,0.0,0.0
396750,EVERSPACE™,0.7753565850715156,1,1,1,0.09884991920920065,0.3295265486553941,0.325,-1,0.15,0.009884991920920065,0.8144115405763143
397080,Magicka 2: Spell Balance Beta,0,1,1,1,0,0.0,0.325,-1,0.15,0.0,0.475
400180,Okhlos: Omega,0.735940034993442,1,0,1,0.0,0.3127745148722128,0.325,-1,0.15,0.0,0.0
403290,Burly Men at Sea,0.5856798321459142,1,1,1,0.0,0.24891392866201353,0.325,-1,0.15,0.0,0.7239139286620135
403640,Dishonored 2,0.8938750127188957,1,1,1,0.23882783882783884,0.37989688040553066,0.325,-1,0.15,0.023882783882783885,0.8787796642883146
404410,Endless Sky,0.9163497158122429,1,1,1,0.2994408899648395,0.38944862922020324,0.325,-1,0.15,0.029944088996483948,0.8943927182166872
404730,Wasteland 2: Director's Cut,0.8634558883916696,1,1,1,0,0.3669687525664596,0.325,-1,0.15,0.0,0.8419687525664596
405310,LEGO® MARVEL's Avengers,0.8758653589864719,1,1,1,0.0,0.37224277756925056,0.325,-1,0.15,0.0,0.8472427775692506
407530,ARK: Survival Of The Fittest,0.6534476211974681,1,0.5,1,0,0.277715239008924,0.325,-1,0.15,0.0,0.376357619504462
413150,Stardew Valley,0.9845267214740363,1,1,1,0.5205252781298408,0.4184238566264654,0.325,-1,0.15,0.052052527812984084,0.9454763844394496
423580,Project Highrise,0.838320610344843,1,1,1,0.0,0.3562862593965582,0.325,-1,0.15,0.0,0.8312862593965583
427520,Factorio,0.9744454615782489,1,1,1,0.6488893696812347,0.41413932117075575,0.325,-1,0.15,0.06488893696812346,0.9540282581388793
435150,Divinity: Original Sin 2,0.9558992868587226,1,1,1,0.0001011334344667678,0.4062571969149571,0.325,-1,0.15,1.0113343446676782e-05,0.8812673102584038
438640,LEGO® STAR WARS™: The Force Awakens,0.8264084886244232,1,1,1,0.0,0.35122360766537986,0.325,-1,0.15,0.0,0.8262236076653798
462780,Darksiders Warmastered Edition,0.874343304285881,1,0.9,1,0.0,0.3715959043214994,0.325,-1,0.15,0.0,0.7619363138893496
463160,Super Dungeon Tactics,0.7034411367038268,1,0,1,0.0,0.2989624830991264,0.325,-1,0.15,0.0,0.0
464920,Surviving Mars,0.7972698635262245,1,1,1,0.0,0.33883969199864544,0.325,-1,0.15,0.0,0.8138396919986455
470260,Event[0],0.7868681455364555,1,1,1,0.0,0.3344189618529936,0.325,-1,0.15,0.0,0.8094189618529936
473530,Slime-san,0.800599279841604,1,0.9,1,0.0,0.34025469393268165,0.325,-1,0.15,0.0,0.7337292245394136
475150,Titan Quest Anniversary Edition,0.9003117797323105,1,1,1,0.0,0.3826325063862319,0.325,-1,0.15,0.0,0.8576325063862319
480640,Pathfinder Adventures,0.6114737690562456,1,0.75,1,0,0.2598763518489044,0.325,-1,0.15,0.0,0.5511572638866783
485460,The Banner Saga 3,0.777772159739767,1,0.9,1,0.0,0.330553167889401,0.325,-1,0.15,0.0,0.7249978511004609
493200,RiME,0.8938493654226181,1,1,1,0.0,0.3798859803046127,0.325,-1,0.15,0.0,0.8548859803046127
494720,Morphblade,0.8900588098795785,1,1,1,0,0.3782749941988209,0.325,-1,0.15,0.0,0.8532749941988209
496300,Kingdom: New Lands,0.8493414167435037,1,1,1,0.0,0.36097010211598907,0.325,-1,0.15,0.0,0.8359701021159891
504210,SHENZHEN I/O,0.9419123322381494,1,1,1,0.0004008337341670675,0.40031274120121346,0.325,-1,0.15,4.008337341670675e-05,0.8753528245746302
